,title,eps_count,publish_date,status,season,studio,Censorship,rate,director,eps_period,type,classification
739,Urusei Yatsura (2022),الحلقات: 23,18-Sep-23,الحالة: مكتمل,Fall 2022,David Production,الرقابة: Censored,التقييم 7.42,Kimura Yasuhiro,المدة: 22 min. per ep.,النوع: مسلسل,"['Comedy', 'Gag Humor', 'Romance', 'Sci-Fi', 'Shounen']"
740,No Game No Life,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2014,Madhouse,الرقابة: Censored,التقييم 8.08,Ishizuka Atsuko,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Ecchi', 'Fantasy', 'Isekai', 'Strategy Game']"
741,Kono Subarashii Sekai ni Shukufuku wo! 3,"المخرج: Abe Yuujirou, Kanasaki Takaomi",unknown,الحالة: مكتمل,unknown,Drive,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2024,الرقابة: Censored,"['Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Parody']"
742,Kami Kuzu☆Idol,الحلقات: 10,19-Sep-23,الحالة: مكتمل,Summer 2022,Studio Gokumi,الرقابة: Censored,التقييم 6.74,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Idols (Female)', 'Idols (Male)', 'Josei', 'Music', 'Supernatural']"
743,Na Nare Hana Nare,الرقابة: Censored,23-Sep-24,الحالة: مكتمل,unknown,P.A. Works,المخرج: Kakimoto Koudai,unknown,unknown,الموسم: Summer 2024,الحلقات: 12,['Sports']
744,Dosanko Gal wa Namara Menkoi,"المخرج: Hoshino Misuzu, Minato Mirai",unknown,الحالة: مكتمل,unknown,Blade,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2024,الرقابة: Censored,"['Comedy', 'Romantic Subtext', 'School', 'Shounen']"
745,Violet Evergarden,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Winter 2018,Kyoto Animation,الرقابة: Censored,التقييم 8.67,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Drama', 'Fantasy']"
746,"Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou sareru",المخرج: Noshitani Mitsutaka,unknown,الحالة: مكتمل,unknown,Studio Polon,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2024,الرقابة: Censored,"['Action', 'Adventure', 'Fantasy']"
747,Gekai Elise,نشر بواسطة: admin,unknown,الحالة: مكتمل,unknown,Maho Film,"تم الإصدار في: December 2, 2023",unknown,unknown,النوع: مسلسل,المخرج: Habara Kumiko,"['Comedy', 'Fantasy', 'Medical', 'Reincarnation', 'Romance']"
748,Koukyuu no Karasu,الحلقات: 13,18-Sep-23,الحالة: مكتمل,Fall 2022,Bandai Namco Pictures,الرقابة: Censored,التقييم 7.51,Miyawaki Chizuru,المدة: 23 min. per ep.,النوع: مسلسل,"['Fantasy', 'Historical', 'Josei', 'Mystery', 'Mythology']"
749,Isekai Yururi Kikou: Kosodateshinagara Boukensha Shimasu,المخرج: Nigorikawa Atsushi,unknown,الحالة: مكتمل,unknown,EMT Squared,نشر بواسطة: admin,unknown,unknown,الموسم: Summer 2024,الرقابة: Censored,"['Childcare', 'Fantasy', 'Isekai', 'Slice of Life']"
750,"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",الحلقات: 12,27-Sep-23,الحالة: مكتمل,Winter 2023,Studio Comet,الرقابة: Censored,التقييم 6.57,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Reincarnation']"
751,Kami-tachi ni Hirowareta Otoko,الحلقات: 12,22-Sep-23,الحالة: مكتمل,Fall 2020,Maho Film,الرقابة: Censored,التقييم 6.98,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Fantasy', 'Isekai', 'Reincarnation', 'Slice of Life']"
752,One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,الرقابة: Censored,22-Aug-24,الحالة: مكتمل,unknown,Toei Animation,المخرج: Hosoda Mamoru,التقييم 7.77,unknown,المدة: 1 hr. 31 min.,الحلقات: 1,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Shounen']"
753,Peter Grill to Kenja no Jikan,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Summer 2020,Wolfsbane,الرقابة: Censored,التقييم 5.52,Tatsumi,المدة: 12 min. per ep.,النوع: مسلسل,"['Comedy', 'Erotica', 'Fantasy', 'Harem']"
754,Magi: The Labyrinth of Magic,الحلقات: 25,13-Oct-23,الحالة: مكتمل,Fall 2012,A-1 Pictures,الرقابة: Censored,التقييم 8.01,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
755,Chibi Godzilla no Gyakushuu 2nd Season,المخرج: Shinkai Taketo,unknown,الحالة: قادم,unknown,Pie in the sky,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2024,الرقابة: Censored,"['Fantasy', 'Kids']"
756,Maoujou de Oyasumi,الحلقات: 12,22-Sep-23,الحالة: مكتمل,Fall 2020,Doga Kobo,الرقابة: Censored,التقييم 7.98,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Fantasy', 'Mythology', 'Shounen']"
757,Solo leveling الموسم الثاني,المخرج: Nakashige Shunsuke,unknown,الحالة: مكتمل,unknown,A-1 Pictures,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2025,الرقابة: Censored,"['Action', 'Adult Cast', 'Adventure', 'Fantasy', 'Urban Fantasy']"
758,Sabiiro no Armor: Reimei,الحلقات: 12,27-Sep-23,الحالة: مكتمل,Winter 2022,Kigumi,الرقابة: Censored,التقييم 3.84,Kawahara Shimmei,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Historical', 'Samurai']"
759,Durarara!!x2 Ten,الحلقات: 12,2-Oct-23,الحالة: مكتمل,Summer 2015,Shuka,الرقابة: Censored,التقييم 7.97,Oomori Takahiro,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Mystery', 'Supernatural']"
760,2.5-jigen no Ririsa,الرقابة: Censored,27-Jun-24,الحالة: قادم,unknown,J.C.Staff,المخرج: Okamoto Hideki,unknown,unknown,الموسم: Summer 2024,الحلقات: 24,"['Comedy', 'Ecchi', 'Harem', 'Otaku Culture', 'School', 'Shounen']"
761,Blade & Soul,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Spring 2014,Gonzo,الرقابة: Censored,التقييم 6.04,Hamasaki Hiroshi,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Martial Arts']"
762,Dr. Stone: Stone Wars,الحلقات: 11,19-Sep-23,الحالة: مكتمل,Winter 2021,TMS Entertainment,الرقابة: Censored,التقييم 8.17,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen', 'Survival', 'Time Travel']"
763,"Kanojo, Okarishimasu 2nd Season",الحلقات: 12,22-Sep-23,الحالة: مكتمل,Summer 2022,TMS Entertainment,الرقابة: Censored,التقييم 6.85,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Adult Cast', 'Comedy', 'Harem', 'Romance', 'Shounen']"
764,Kuroko no Basket,الحلقات: 25,13-Oct-23,الحالة: مكتمل,Spring 2012,Production I.G,الرقابة: Censored,التقييم 8.06,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['School', 'Shounen', 'Sports', 'Team Sports']"
765,One Punch Man 2nd Season,الحلقات: 12,28-Sep-23,الحالة: مكتمل,Spring 2019,J.C.Staff,الرقابة: Censored,التقييم 7.51,Sakurai Chikara,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adult Cast', 'Comedy', 'Parody', 'Seinen', 'Super Power']"
766,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",الحلقات: 12,4-Dec-23,الحالة: مكتمل,Winter 2023,SILVER LINK.,الرقابة: Censored,التقييم 6.91,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Mythology', 'Reincarnation', 'School']"
767,Kisaki Kyouiku kara Nigetai Watashi,المخرج: Tagashira Shinobu,unknown,الحالة: مكتمل,unknown,EMT Squared,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2025,الرقابة: Censored,"['Comedy', 'Romance']"
768,Prison School,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Summer 2015,J.C.Staff,الرقابة: Censored,التقييم 7.61,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Ecchi', 'Gag Humor', 'School', 'Seinen']"
769,Ragna Crimson,الرقابة: Censored,31-Mar-24,الحالة: مكتمل,unknown,SILVER LINK.,المخرج: Takahashi Ken,unknown,unknown,الموسم: Fall 2023,الحلقات: 24,"['Action', 'Fantasy', 'Shounen']"
770,Helck,الحلقات: 24,10-Oct-23,الحالة: يعرض الأن,Summer 2023,Satelight,الرقابة: Censored,التقييم 7.19,unknown,المدة: 22 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy']"
771,Visual Prison,الحلقات: 12,4-Dec-23,الحالة: مكتمل,Fall 2021,A-1 Pictures,الرقابة: Censored,التقييم 6.71,Furuta Jouji,المدة: 24 min. per ep.,النوع: مسلسل,"['Music', 'Supernatural', 'Vampire']"
772,Shadows House,الحلقات: 13,5-Oct-23,الحالة: مكتمل,Spring 2021,CloverWorks,الرقابة: Censored,التقييم 7.79,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Fantasy', 'Mystery', 'Seinen']"
773,"Kanchigai no Atelier Meister: Eiyuu Party no Moto Zatsuyougakari ga, Jitsu wa Sentou Igai ga SSS Rank Datta to Iu Yoku Aru Hanashi",المخرج: Ishii Hisashi,unknown,الحالة: مكتمل,unknown,EMT Squared,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2025,الرقابة: Censored,"['Action', 'Adventure', 'Fantasy']"
774,Cardfight!! Vanguard: overDress Season 2,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Fall 2021,GIFTanimation,الرقابة: Censored,التقييم 6.70,Mori Satoshi,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Drama', 'Strategy Game']"
775,Uma Musume: Cinderella Gray,"المخرج: Itou Yuuki, Miura Takehiro",unknown,الحالة: قادم,unknown,CygamesPictures,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2025,الرقابة: Censored,"['Anthropomorphic', 'Drama', 'Racing', 'Seinen', 'Sports']"
776,Radiant,الحلقات: 21,12-Oct-23,الحالة: مكتمل,Fall 2018,Lerche,الرقابة: Censored,التقييم 6.88,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy']"
777,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2",الحلقات: 12,19-Sep-23,الحالة: مكتمل,Winter 2016,A-1 Pictures,الرقابة: Censored,التقييم 7.72,Kyougoku Takahiko,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Isekai', 'Military']"
778,Boukyaku Battery (TV),المخرج: Nakazono Masato,unknown,الحالة: مكتمل,unknown,MAPPA,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2024,الرقابة: Censored,"['School', 'Shounen', 'Sports', 'Team Sports']"
779,Bungou Stray Dogs,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2016,Bones,الرقابة: Censored,التقييم 7.82,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adult Cast', 'Mystery', 'Organized Crime', 'Seinen', 'Super Power', 'Supernatural']"
780,Nejimaki Seirei Senki: Tenkyou no Alderamin,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Summer 2016,Madhouse,الرقابة: Censored,التقييم 7.65,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Military']"
781,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,الحلقات: 12,27-Sep-23,الحالة: مكتمل,Summer 2021,Maho Film,الرقابة: Censored,التقييم 6.80,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Drama', 'Fantasy', 'Isekai', 'Shounen', 'Survival']"
782,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,"المخرج: Hashimoto Hiroyuki, Kishi Seiji, Nishouji Yoshihito",unknown,الحالة: مكتمل,unknown,Lerche,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2024,الرقابة: Censored,"['Drama', 'Psychological', 'School', 'Suspense']"
783,Bokutachi wa Benkyou ga Dekinai!,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Fall 2019,Arvo Animation,الرقابة: Censored,التقييم 7.34,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']"
784,Skip to Loafer,الحلقات: 12,18-Sep-23,الحالة: مكتمل,Spring 2023,P.A. Works,الرقابة: Censored,التقييم 8.14,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Drama', 'School', 'Seinen']"
785,Iwa Kakeru! Sport Climbing Girls,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Fall 2020,Blade,الرقابة: Censored,التقييم 6.48,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['School', 'Sports']"
786,Bartender: Kami no Glass,المخرج: Kuraya Ryouichi,unknown,الحالة: مكتمل,unknown,Liber,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2024,الرقابة: Censored,"['Adult Cast', 'Drama', 'Gourmet', 'Seinen', 'Workplace']"
787,Fate/strange Fake,"المخرج: Enokido Shun, Sakazume Takahito",unknown,الحالة: يعرض الأن,unknown,A-1 Pictures,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2025,الرقابة: Censored,"['Action', 'Fantasy', 'Urban Fantasy']"
788,Mars Red,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Spring 2021,Signal.MD,الرقابة: Censored,التقييم 6.59,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adult Cast', 'Historical', 'Military', 'Supernatural', 'Vampire']"
789,Fullmetal Alchemist: Brotherhood,الحلقات: 64,12-Oct-23,الحالة: مكتمل,Spring 2009,Bones,الرقابة: Censored,التقييم 9.10,Irie Yasuhiro,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Military', 'Shounen']"
790,Yamada-kun to Lv999 no Koi wo Suru,الحلقات: 13,18-Sep-23,الحالة: مكتمل,Spring 2023,Madhouse,الرقابة: Censored,التقييم 7.85,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Romance', 'Video Game']"
791,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,الحلقات: 12,28-Sep-23,الحالة: مكتمل,Fall 2019,White Fox,الرقابة: Censored,التقييم 7.49,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Parody']"
792,Trigun Stampede,الحلقات: 12,18-Sep-23,الحالة: مكتمل,Winter 2023,Orange,الرقابة: Censored,التقييم 7.84,Mutou Kenji,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adult Cast', 'Adventure', 'Sci-Fi', 'Shounen']"
793,Kimetsu no Yaiba: Hashira Geiko-hen,المخرج: Sotozaki Haruo,unknown,الحالة: مكتمل,unknown,ufotable,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2024,الرقابة: Censored,"['Action', 'Fantasy', 'Historical', 'Shounen']"
794,Edens Zero,الحلقات: 25,13-Oct-23,الحالة: مكتمل,Spring 2021,J.C.Staff,الرقابة: Censored,التقييم 7.30,Ishihira Shinji,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Shounen', 'Space']"
795,Bullbuster,المخرج: Aoki Hiroyasu,unknown,الحالة: مكتمل,unknown,Nut,نشر بواسطة: admin,unknown,unknown,الموسم: Fall 2023,الرقابة: Censored,"['Action', 'Mecha', 'Sci-Fi']"
796,Date A Live IV,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2022,Geek Toys,الرقابة: Censored,التقييم 7.78,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Harem', 'Mecha', 'Romance', 'School', 'Sci-Fi']"
797,I★Chu: Halfway Through the Idol,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Winter 2021,Lay-duce,الرقابة: Censored,التقييم 6.57,Nanba Hitoshi,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Idols (Male)', 'Music', 'School']"
798,Koi to Producer: EVOL×LOVE,الحلقات: 12,22-Sep-23,الحالة: مكتمل,Summer 2020,MAPPA,الرقابة: Censored,التقييم 6.18,Sakai Munehisa,المدة: 24 min. per ep.,النوع: مسلسل,"['Mystery', 'Reverse Harem', 'Romance', 'Sci-Fi', 'Super Power']"
799,Isekai Shokudou,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Summer 2017,SILVER LINK.,الرقابة: Censored,التقييم 7.39,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Fantasy', 'Gourmet', 'Isekai', 'Slice of Life', 'Workplace']"
800,Dragon Ball Daima,"تم الإصدار في: August 21, 2024",unknown,الحالة: يعرض الأن,Komaki Aya,Fall 2024,"تحديث في: February 28, 2025",unknown,unknown,الرقابة: Censored,نشر بواسطة: admin,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']"
801,Darling in the FranXX,الحلقات: 24,13-Oct-23,الحالة: مكتمل,Winter 2018,A-1 Pictures,الرقابة: Censored,التقييم 7.20,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']"
802,Majutsushi Orphen Hagure Tabi: Seiiki-hen,الحلقات: 12,18-Sep-23,الحالة: مكتمل,Spring 2023,Studio Deen,الرقابة: Censored,التقييم 6.04,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Martial Arts']"
803,Barakamon,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Summer 2014,Kinema Citrus,الرقابة: Censored,التقييم 8.38,Tachibana Masaki,المدة: 22 min. per ep.,النوع: مسلسل,"['Childcare', 'Iyashikei', 'Slice of Life', 'Visual Arts']"
804,Majo no Tabitabi,الحلقات: 12,22-Sep-23,الحالة: مكتمل,Fall 2020,C2C,الرقابة: Censored,التقييم 7.55,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Adventure', 'Fantasy']"
805,Undead Girl Murder Farce,الحلقات: 13,16-Sep-23,الحالة: مكتمل,Summer 2023,Lapin Track,الرقابة: Censored,التقييم 7.89,Hatakeyama Mamoru,المدة: 22 min. per ep.,النوع: مسلسل,"['Detective', 'Fantasy', 'Historical', 'Mystery', 'Vampire']"
806,One Room: Third Season,الحلقات: 12,22-Sep-23,الحالة: مكتمل,Fall 2020,Zero-G,الرقابة: Censored,التقييم 6.44,unknown,المدة: 4 min. per ep.,النوع: مسلسل,['Slice of Life']
807,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Spring 2015,feel.,الرقابة: Censored,التقييم 8.21,Oikawa Kei,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Love Polygon', 'Romance', 'School']"
